order_id,order_date,region,product,quantity,unit_price
1613,2026-03-27,South,Widget B,,24.5
1614,2026-12-16,West,Widget B,14,24.5
1615,2026-05-13,East,Widget A,2,19.99
1616,2026-06-16,East,Widget E,8,
1617,2026-12-25,West,Widget A,7,19.99
1618,2026-10-26,North,Widget A,10,19.99
1619,2026-10-02,East,Widget D,5,15.25
1620,2026-11-08,West,Widget A,3,19.99
1621,2026-11-08,West,Widget A,7,19.99
1622,2026-05-02,North,Widget D,15,15.25
1623,2026-06-22,East,Widget C,5,32.75
1624,2026-12-17,North,Widget B,3,24.5
1625,2026-06-14,East,Widget D,10,15.25
1626,2026-04-19,West,Widget D,13,15.25
1627,2026-01-29,South,Widget A,5,19.99
1628,2026-09-26,North,Widget B,4,24.5
1629,2026-01-30,South,Widget A,,19.99
1630,2026-04-12,East,Widget C,14,32.75
1631,2026-03-05,North,Widget B,6,24.5
1632,2026-08-31,East,Widget C,3,32.75
1633,2026-12-19,North,Widget C,1,32.75
1634,2026-10-20,South,Widget B,11,24.5
1635,2026-11-30,West,Widget E,1,41.8
1636,2026-12-16,North,Widget D,15,15.25
1637,2026-01-05,South,Widget C,10,32.75
1638,2026-12-30,East,Widget D,15,15.25
1639,2026-05-10,South,Widget D,5,15.25
1640,2026-07-23,North,Widget A,9,19.99
1641,2026-07-11,East,Widget C,11,32.75
1642,2026-05-22,East,Widget C,5,32.75
1643,2026-11-30,East,Widget B,3,24.5
1644,2026-01-30,West,Widget C,11,
1645,2026-09-12,East,Widget C,15,32.75
1646,2026-01-19,South,Widget C,12,32.75
1647,2026-11-23,West,Widget C,9,32.75
1648,2026-12-03,South,Widget C,2,32.75
1649,2026-10-14,South,Widget C,11,32.75
1650,2026-06-07,West,Widget C,6,32.75
1651,2026-03-02,West,Widget A,14,19.99
1652,2026-11-14,North,Widget D,15,15.25
1653,2026-12-15,West,Widget E,5,41.8
1654,2026-03-19,South,Widget B,6,24.5
1655,2026-08-23,South,Widget C,14,32.75
1656,2026-09-07,East,Widget B,6,
1657,2026-05-21,South,Widget B,10,24.5
1658,2026-02-15,South,Widget E,7,41.8
1659,2026-09-02,West,Widget A,1,19.99
1660,2026-01-08,East,Widget E,,
1661,2026-05-08,South,Widget C,5,32.75
1662,2026-10-29,East,Widget B,2,24.5
1663,2026-05-29,West,Widget E,10,41.8
1664,2026-12-18,South,Widget C,15,32.75
1665,2026-03-26,West,Widget A,4,19.99
1666,2026-04-19,North,Widget E,9,41.8
1667,2026-11-30,North,Widget D,15,15.25
1668,2026-11-16,North,Widget E,1,41.8
1669,2026-01-11,North,Widget A,7,19.99
1670,2026-05-10,West,Widget B,4,24.5
1671,2026-06-04,West,Widget A,11,19.99
1672,2026-12-25,South,Widget D,14,15.25
1673,2026-11-13,North,Widget C,2,32.75
1674,2026-11-08,South,Widget C,14,32.75
1675,2026-12-27,West,Widget C,,32.75
1676,2026-04-17,West,Widget C,,32.75
1677,2026-02-26,West,Widget B,2,24.5
1678,2026-02-21,East,Widget B,8,24.5
1679,2026-08-26,North,Widget A,14,
1680,2026-05-29,East,Widget C,7,32.75
1681,2026-01-24,North,Widget B,11,24.5
1682,2026-08-13,East,Widget A,6,19.99
1683,2026-07-25,West,Widget D,5,15.25
1684,2026-09-02,West,Widget B,2,24.5
1685,2026-03-23,North,Widget D,15,15.25
1686,2026-12-14,West,Widget B,10,24.5
1687,2026-01-15,South,Widget D,15,15.25
1688,2026-08-14,North,Widget A,5,
1689,2026-12-14,South,Widget C,9,32.75
1690,2026-02-18,West,Widget B,8,24.5
1691,2026-07-17,South,Widget E,15,
1692,2026-11-26,South,Widget E,14,41.8
1693,2026-03-26,North,Widget D,6,15.25
1694,2026-01-26,South,Widget E,11,41.8
1695,2026-02-10,West,Widget D,13,15.25
1696,2026-09-13,West,Widget C,2,32.75
1697,2026-01-10,North,Widget D,,15.25
1698,2026-02-16,East,Widget E,9,41.8
1699,2026-06-24,East,Widget A,14,19.99
1700,2026-10-14,West,Widget C,12,32.75
1701,2026-12-04,South,Widget A,6,19.99
1702,2026-05-30,East,Widget A,1,19.99
1703,2026-07-29,North,Widget C,10,32.75
1704,2026-07-21,South,Widget D,14,15.25
1705,2026-02-25,West,Widget A,15,19.99
1706,2026-03-05,West,Widget D,11,15.25
1707,2026-09-13,North,Widget E,,41.8
1708,2026-10-27,West,Widget E,13,41.8
1709,2026-10-24,South,Widget B,2,24.5
1710,2026-06-14,West,Widget D,10,15.25
1711,2026-05-21,West,Widget C,5,32.75
1712,2026-07-31,East,Widget E,14,41.8
1713,2026-10-11,South,Widget B,4,24.5
1714,2026-06-26,South,Widget B,9,24.5
1715,2026-12-30,North,Widget C,9,32.75
1716,2026-12-08,West,Widget E,5,41.8
1717,2026-01-07,North,Widget A,7,19.99
1718,2026-04-13,East,Widget B,5,24.5
1719,2026-02-01,East,Widget B,13,24.5
1720,2026-08-20,North,Widget E,14,41.8
1721,2026-04-25,West,Widget B,9,24.5
1722,2026-05-28,North,Widget D,7,15.25
1723,2026-12-17,East,Widget E,,41.8
1724,2026-11-14,West,Widget B,15,24.5
1725,2026-07-08,South,Widget B,5,24.5
1726,2026-02-08,South,Widget B,12,24.5
1727,2026-08-08,East,Widget E,5,41.8
1728,2026-05-11,North,Widget C,8,32.75
1729,2026-03-20,East,Widget E,1,41.8
1730,2026-12-05,East,Widget D,13,15.25
1731,2026-12-29,East,Widget E,4,41.8
1732,2026-09-16,South,Widget D,9,15.25
1733,2026-04-24,South,Widget C,6,32.75
1734,2026-11-13,West,Widget E,14,41.8
1735,2026-02-28,East,Widget D,4,15.25
1736,2026-11-15,South,Widget A,11,19.99
1737,2026-02-28,West,Widget C,9,
1738,2026-09-22,East,Widget E,13,41.8
1739,2026-06-01,South,Widget C,9,32.75
1740,2026-10-03,North,Widget A,4,19.99
1741,2026-12-17,West,Widget A,4,19.99
1742,2026-08-11,North,Widget B,1,24.5
1743,2026-02-14,North,Widget A,3,19.99
1744,2026-10-22,South,Widget C,7,32.75
1745,2026-08-10,East,Widget A,7,19.99
1746,2026-11-25,North,Widget E,1,41.8
1747,2026-09-15,North,Widget C,13,32.75
1748,2026-05-25,West,Widget D,7,
1749,2026-03-22,South,Widget B,12,24.5
1750,2026-10-07,East,Widget B,5,24.5
1751,2026-11-28,East,Widget A,9,19.99
1752,2026-01-22,North,Widget E,10,41.8
1753,2026-02-13,East,Widget B,12,24.5
1754,2026-04-19,West,Widget E,3,41.8
1755,2026-05-10,South,Widget A,3,19.99
1756,2026-01-28,West,Widget E,2,41.8
1757,2026-02-20,South,Widget E,8,41.8
1758,2026-12-10,South,Widget A,5,19.99
1759,2026-06-12,West,Widget D,6,15.25
1760,2026-10-27,South,Widget E,10,41.8
1761,2026-08-08,South,Widget A,6,19.99
1762,2026-11-25,West,Widget C,14,32.75
1763,2026-06-19,West,Widget D,8,15.25
1764,2026-10-10,North,Widget B,11,24.5
1765,2026-03-13,South,Widget C,12,32.75
1766,2026-02-08,North,Widget E,,41.8
1767,2026-07-27,South,Widget A,9,19.99
1768,2026-10-04,West,Widget B,6,24.5
1769,2026-10-29,East,Widget B,8,24.5
1770,2026-07-06,North,Widget B,14,24.5
1771,2026-12-17,South,Widget E,3,41.8
1772,2026-10-17,South,Widget D,,15.25
1773,2026-04-29,North,Widget C,6,32.75
1774,2026-09-23,East,Widget D,8,15.25
1775,2026-01-21,East,Widget A,12,19.99
1776,2026-05-21,East,Widget E,9,41.8
1777,2026-07-13,East,Widget E,11,41.8
1778,2026-05-09,West,Widget B,9,24.5
1779,2026-06-26,West,Widget D,15,15.25
1780,2026-03-13,West,Widget B,4,24.5
1781,2026-04-19,South,Widget B,3,24.5
1782,2026-03-02,South,Widget D,13,15.25
1783,2026-12-12,West,Widget D,4,15.25
1784,2026-07-30,North,Widget B,1,24.5
1785,2026-03-10,North,Widget E,,41.8
1786,2026-04-03,West,Widget E,10,41.8
1787,2026-12-05,East,Widget A,4,19.99
1788,2026-09-04,South,Widget B,14,24.5
1789,2026-10-26,South,Widget E,11,41.8
1790,2026-12-18,East,Widget D,10,15.25
1791,2026-07-17,South,Widget A,1,19.99
1792,2026-09-16,West,Widget B,10,24.5
1793,2026-11-11,North,Widget E,9,41.8
1794,2026-12-04,South,Widget E,9,41.8
1795,2026-12-14,West,Widget E,7,
1796,2026-09-29,West,Widget B,13,24.5
1797,2026-06-29,North,Widget D,3,15.25
1798,2026-02-12,East,Widget E,15,41.8
1799,2026-01-03,North,Widget E,9,
1800,2026-12-02,South,Widget C,7,32.75
1801,2026-11-30,East,Widget C,14,32.75
1802,2026-11-10,East,Widget D,13,15.25
1803,2026-10-13,West,Widget B,6,24.5
1804,2026-06-07,East,Widget D,12,15.25
1805,2026-03-02,South,Widget D,13,15.25
1806,2026-04-20,West,Widget C,13,32.75
1807,2026-12-28,North,Widget B,7,
1808,2026-02-16,South,Widget D,15,15.25
1809,2026-05-15,South,Widget C,2,32.75
1810,2026-07-25,East,Widget E,1,41.8
1811,2026-11-24,West,Widget D,1,15.25
1812,2026-09-23,East,Widget B,1,24.5
1813,2026-12-24,South,Widget E,3,41.8
1814,2026-12-02,North,Widget B,2,24.5
1815,2026-06-30,West,Widget D,10,
1816,2026-12-27,North,Widget A,9,19.99
1817,2026-10-26,East,Widget C,14,32.75
1818,2026-04-10,West,Widget D,,15.25
1819,2026-09-17,North,Widget E,2,41.8
1820,2026-03-01,East,Widget E,14,41.8
1821,2026-08-15,West,Widget E,8,41.8
1822,2026-08-23,West,Widget E,,41.8
1823,2026-02-04,West,Widget B,11,24.5
1824,2026-07-31,East,Widget E,,41.8
1825,2026-05-08,East,Widget A,7,19.99
1826,2026-02-08,South,Widget D,6,15.25
1827,2026-05-18,South,Widget B,8,24.5
1828,2026-05-04,East,Widget B,4,24.5
1829,2026-11-13,East,Widget B,13,24.5
1830,2026-12-13,West,Widget E,1,41.8
1831,2026-01-22,West,Widget C,10,32.75
1832,2026-10-22,East,Widget D,3,15.25
1833,2026-05-24,West,Widget B,13,
1834,2026-08-05,West,Widget E,1,41.8
1835,2026-12-18,South,Widget D,2,15.25
1836,2026-12-19,North,Widget A,11,19.99
1837,2026-06-16,East,Widget E,14,41.8
1838,2026-05-02,East,Widget D,10,15.25
1839,2026-08-06,South,Widget D,12,15.25
1840,2026-07-25,East,Widget D,3,15.25
1841,2026-12-18,South,Widget A,12,19.99
1842,2026-08-10,West,Widget B,3,24.5
1843,2026-08-31,North,Widget B,7,24.5
1844,2026-11-19,East,Widget D,5,15.25
1845,2026-01-25,West,Widget A,12,19.99
1846,2026-05-11,West,Widget A,8,19.99
1847,2026-07-04,East,Widget C,1,32.75
1848,2026-12-14,South,Widget E,10,41.8
1849,2026-05-26,East,Widget C,11,32.75
1850,2026-08-17,North,Widget D,10,15.25
1851,2026-03-16,South,Widget C,7,32.75
1852,2026-02-06,North,Widget B,6,24.5
1853,2026-05-30,East,Widget E,11,41.8
1854,2026-07-05,West,Widget D,3,
1855,2026-05-01,East,Widget A,4,19.99
1856,2026-02-02,West,Widget E,,41.8
1857,2026-02-12,North,Widget C,10,32.75
1858,2026-07-19,East,Widget B,4,24.5
1859,2026-03-06,South,Widget E,14,
1860,2026-07-02,East,Widget D,8,15.25
1861,2026-05-20,West,Widget B,12,24.5
1862,2026-08-22,West,Widget E,11,41.8
1863,2026-06-27,West,Widget E,4,41.8
1864,2026-07-07,West,Widget C,3,
1865,2026-03-11,East,Widget C,8,32.75
1866,2026-09-09,West,Widget C,1,32.75
1867,2026-11-02,South,Widget A,9,19.99
1868,2026-10-15,West,Widget D,4,15.25
1869,2026-07-19,West,Widget B,5,24.5
1870,2026-09-22,East,Widget C,11,32.75
1871,2026-07-31,South,Widget A,3,19.99
1872,2026-08-22,West,Widget C,12,32.75
1873,2026-01-10,South,Widget A,,19.99
1874,2026-05-25,East,Widget B,12,
1875,2026-02-16,South,Widget A,8,19.99
1876,2026-09-13,East,Widget D,12,15.25
1877,2026-03-16,North,Widget C,13,32.75
1878,2026-04-03,South,Widget C,14,
1879,2026-05-08,West,Widget D,4,
1880,2026-08-24,North,Widget E,11,41.8
1881,2026-12-15,East,Widget C,3,
1882,2026-10-09,North,Widget C,8,32.75
1883,2026-01-27,South,Widget A,4,19.99
1884,2026-03-27,East,Widget E,2,41.8
1885,2026-01-22,West,Widget E,3,41.8
1886,2026-03-22,West,Widget A,11,19.99
1887,2026-11-17,North,Widget A,6,19.99
1888,2026-02-24,South,Widget D,4,15.25
1889,2026-11-27,East,Widget D,12,15.25
1890,2026-07-03,South,Widget C,,32.75
1891,2026-10-14,East,Widget E,12,41.8
1892,2026-10-06,East,Widget C,12,32.75
1893,2026-11-03,South,Widget A,9,19.99
1894,2026-05-15,East,Widget D,1,15.25
1895,2026-04-05,North,Widget E,14,41.8
1896,2026-06-14,North,Widget E,14,41.8
1897,2026-09-12,South,Widget E,5,41.8
1898,2026-02-26,North,Widget E,11,41.8
1899,2026-03-08,South,Widget A,4,19.99
1900,2026-01-17,West,Widget D,9,15.25
1901,2026-01-26,East,Widget B,10,
1902,2026-04-17,West,Widget A,8,19.99
1903,2026-10-13,West,Widget C,13,32.75
1904,2026-05-17,North,Widget A,14,19.99
1905,2026-09-23,North,Widget A,12,19.99
1906,2026-04-09,South,Widget E,11,41.8
1907,2026-10-13,West,Widget A,13,19.99
1908,2026-08-23,West,Widget A,3,19.99
1909,2026-09-16,East,Widget B,9,24.5
1910,2026-06-30,East,Widget E,6,41.8
1911,2026-11-21,West,Widget C,10,32.75
1912,2026-07-12,East,Widget C,8,32.75
1913,2026-01-18,East,Widget E,1,41.8
1914,2026-06-04,North,Widget C,4,32.75
1915,2026-12-20,East,Widget E,9,41.8
1916,2026-03-21,North,Widget A,8,19.99
1917,2026-07-07,South,Widget B,5,24.5
1918,2026-07-24,South,Widget A,12,19.99
1919,2026-09-07,North,Widget E,11,41.8
1920,2026-10-23,West,Widget A,,19.99
1921,2026-06-28,West,Widget D,15,15.25
1922,2026-04-27,North,Widget D,1,
1923,2026-10-04,South,Widget C,9,32.75
1924,2026-12-11,West,Widget D,13,15.25
1925,2026-04-24,West,Widget C,13,32.75
1926,2026-02-12,West,Widget E,,41.8
1927,2026-02-13,West,Widget E,7,41.8
1928,2026-03-11,West,Widget E,4,41.8
1929,2026-04-11,South,Widget B,2,24.5
1930,2026-12-17,North,Widget A,11,19.99
1931,2026-04-08,East,Widget C,10,32.75
1932,2026-03-28,East,Widget E,14,41.8
1933,2026-03-16,West,Widget A,15,19.99
1934,2026-07-11,South,Widget A,2,19.99
1935,2026-11-14,South,Widget C,1,32.75
1936,2026-06-06,West,Widget D,1,15.25
1937,2026-04-19,South,Widget E,9,41.8
1938,2026-11-15,South,Widget A,7,19.99
1939,2026-01-23,East,Widget B,1,24.5
1940,2026-11-13,East,Widget A,8,
1941,2026-07-18,East,Widget C,14,32.75
1942,2026-11-29,West,Widget B,7,24.5
1943,2026-06-11,West,Widget E,9,41.8
1944,2026-08-23,North,Widget A,4,19.99
1945,2026-09-08,West,Widget B,1,24.5
1946,2026-11-17,East,Widget B,9,24.5
1947,2026-05-12,West,Widget A,9,19.99
1948,2026-06-24,West,Widget B,2,24.5
1949,2026-12-14,South,Widget D,4,15.25
1950,2026-06-09,East,Widget D,9,15.25
1951,2026-10-25,South,Widget B,5,24.5
1952,2026-03-11,West,Widget B,11,24.5
1953,2026-06-12,North,Widget E,9,41.8
1954,2026-06-12,South,Widget A,13,19.99
1955,2026-07-30,East,Widget D,12,15.25
1956,2026-05-21,South,Widget B,2,
1957,2026-11-10,East,Widget E,10,41.8
1958,2026-04-29,North,Widget C,2,32.75
1959,2026-09-15,West,Widget C,3,32.75
1960,2026-03-12,South,Widget B,,24.5
1961,2026-01-08,East,Widget D,4,15.25
1962,2026-04-15,North,Widget B,15,24.5
1963,2026-11-12,West,Widget C,14,32.75
1964,2026-07-27,North,Widget E,12,41.8
1965,2026-07-21,North,Widget E,2,41.8
1966,2026-01-22,South,Widget E,9,41.8
1967,2026-10-13,West,Widget E,13,
1968,2026-05-30,West,Widget D,15,15.25
1969,2026-08-25,South,Widget D,5,
1970,2026-09-22,South,Widget D,14,15.25
1971,2026-09-14,North,Widget B,13,24.5
1972,2026-10-07,South,Widget D,7,
1973,2026-08-21,South,Widget D,2,15.25
1974,2026-12-31,South,Widget A,2,19.99
1975,2026-07-05,North,Widget E,12,41.8
1976,2026-09-19,South,Widget D,9,15.25
1977,2026-06-21,South,Widget B,14,24.5
1978,2026-01-27,West,Widget C,5,32.75
1979,2026-05-28,South,Widget A,15,19.99
1980,2026-11-15,East,Widget A,8,19.99
1981,2026-01-03,West,Widget B,4,24.5
1982,2026-07-29,West,Widget A,10,19.99
1983,2026-10-08,East,Widget E,11,41.8
1984,2026-01-26,South,Widget B,1,
1985,2026-01-17,East,Widget C,15,32.75
1986,2026-04-02,South,Widget C,10,32.75
1987,2026-10-21,South,Widget D,12,15.25
1988,2026-02-17,East,Widget C,6,32.75
1989,2026-08-07,North,Widget C,8,32.75
1990,2026-05-21,East,Widget E,7,41.8
1991,2026-11-10,North,Widget A,10,19.99
1992,2026-02-14,West,Widget E,15,41.8
1993,2026-08-07,East,Widget C,9,32.75
1994,2026-03-08,West,Widget E,12,41.8
1995,2026-04-03,South,Widget C,,
1996,2026-11-17,North,Widget B,13,24.5
1997,2026-01-24,East,Widget C,9,32.75
1998,2026-11-24,South,Widget C,5,32.75
1999,2026-09-17,East,Widget A,2,19.99
2000,2026-10-19,North,Widget B,4,24.5
